trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,Fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
100,0,100,0,10,150.66660904200035,150.66660904200035,0.018419124999127234,[0.4477777777777778],[-0.3488888888888889],[1],[0],[0],[1.3980594170006952],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
101,0,101,0,10,152.08507454200117,152.08507454200117,0.018001209000431118,[-0.32],[0.2222222222222222],[1],[0],[0],[2.488944040998831],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
102,0,102,0,5,154.58369766700162,154.58369766700162,0.009519917000943678,[0.3566666666666667],[0.3566666666666667],[1],[0],[0],[1.5091230409998388],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
103,0,103,0,5,156.10549908400026,156.10549908400026,0.009706167000331334,[-0.042222222222222223],[-0.21777777777777776],[1],[0],[0],[1.3384413330004463],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
104,0,104,0,5,157.45599737500015,157.45599737500015,0.009901792000164278,[-0.08777777777777777],[0.008888888888888889],[1],[0],[0],[0.869988458998705],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
105,0,105,0,5,158.3385867500001,158.3385867500001,0.009841166000114754,[0.014444444444444444],[-0.043333333333333335],[1],[0],[0],[0.9543910000011238],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
106,0,106,0,10,159.31552970900157,159.31552970900157,0.01782837500104506,[0.07222222222222222],[-0.21333333333333335],[1],[0],[0],[1.2328989590005222],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
107,0,107,0,10,160.5686107090005,160.5686107090005,0.017912458000864717,[0.20555555555555555],[0.15777777777777777],[1],[0],[0],[1.1468887080009154],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
108,0,108,0,10,161.73656958399988,161.73656958399988,0.01790212500054622,[0.4477777777777778],[0.2833333333333333],[1],[0],[0],[1.1788586670008954],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
109,0,109,0,10,162.93625712500034,162.93625712500034,0.017917499999384745,[-0.13777777777777778],[0.4911111111111111],[1],[0],[0],[1.7458707080004388],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
110,0,110,0,10,164.70146250000107,164.70146250000107,0.017608125001061126,[0.3233333333333333],[0.13],[1],[0],[0],[1.497113375000481],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
111,0,111,0,10,166.21961841700067,166.21961841700067,0.017866000000140048,[0.04],[-0.024444444444444446],[1],[0],[0],[1.1554076669999631],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
112,0,112,0,5,167.38418220899985,167.38418220899985,0.009590916999513865,[0.3088888888888889],[0.2733333333333333],[1],[0],[0],[1.109651708000456],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
113,0,113,0,5,168.506603834001,168.506603834001,0.009691833000033512,[-0.43],[-0.18222222222222223],[1],[0],[0],[1.320985833001032],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
114,0,114,0,5,169.83975654200003,169.83975654200003,0.009717166998598259,[0.27555555555555555],[-0.39444444444444443],[1],[0],[0],[1.2873999160001404],[],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
115,0,115,0,10,171.1500544999999,171.1500544999999,0.017852167000455665,[-0.03777777777777778],[-0.43],[1],[0],[0],[1.308683708000899],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
116,0,116,0,10,172.4783355840009,172.4783355840009,0.01731416700022237,[-0.12111111111111111],[0.10666666666666667],[1],[0],[0],[1.4138351250003325],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
117,0,117,0,5,173.9014206669999,173.9014206669999,0.009402416000739322,[-0.36333333333333334],[0.20555555555555555],[1],[0],[0],[1.4589028750015132],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
118,0,118,0,10,175.3836781250011,175.3836781250011,0.018090874998961226,[-0.09222222222222222],[-0.3788888888888889],[1],[0],[0],[1.4087955420000071],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
119,0,119,0,10,176.81223941700046,176.81223941700046,0.01762958300059836,[0.15555555555555556],[0.29777777777777775],[1],[0],[0],[1.5365785409994714],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
120,0,120,0,5,178.35877725000137,178.35877725000137,0.009793291999812936,[-0.15444444444444444],[0.33555555555555555],[1],[0],[0],[1.1186622919994988],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
121,0,121,0,10,179.50043920900134,179.50043920900134,0.017639165998843964,[0.4266666666666667],[0.46444444444444444],[1],[0],[0],[1.331981707999148],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
122,0,122,0,5,180.84171037499982,180.84171037499982,0.009606125000573229,[-0.03888888888888889],[0.3333333333333333],[1],[0],[0],[1.0196167920003063],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
123,0,123,0,5,181.8735631670006,181.8735631670006,0.009660583000368206,[-0.24444444444444444],[-0.3622222222222222],[1],[0],[0],[1.3200235840013193],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
124,0,124,0,10,183.21659520899993,183.21659520899993,0.017943208000360755,[-0.4577777777777778],[0.47555555555555556],[1],[0],[0],[3.0655779160006205],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
125,0,125,0,5,186.2921782500016,186.2921782500016,0.00966491700091865,[0.2011111111111111],[-0.45],[1],[0],[0],[1.6353769580000517],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
126,0,126,0,5,187.93978825000158,187.93978825000158,0.010010666999733075,[-0.013333333333333334],[0.23333333333333334],[1],[0],[0],[1.2545999999983906],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
127,0,127,0,5,189.2070785420001,189.2070785420001,0.009963292000975343,[0.16777777777777778],[-0.2511111111111111],[1],[0],[0],[1.119979749999402],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
128,0,128,0,5,190.3394473340013,190.3394473340013,0.009731166001074598,[-0.3244444444444444],[0.1511111111111111],[1],[0],[0],[1.4880112500013638],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
129,0,129,0,10,191.84998808400087,191.84998808400087,0.01779562500087195,[0.42777777777777776],[-0.4166666666666667],[1],[0],[0],[2.108643874998961],[],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
130,0,130,0,10,193.97822004200134,193.97822004200134,0.01743904199975077,[-0.1411111111111111],[-0.07444444444444444],[1],[0],[0],[1.0038117910007713],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
131,0,131,0,10,195.00266108400137,195.00266108400137,0.017656957999861334,[-0.20555555555555555],[-0.4077777777777778],[1],[0],[0],[1.2132574580009532],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
132,0,132,0,5,196.22581045900006,196.22581045900006,0.009695250000731903,[0.39],[-0.14888888888888888],[1],[0],[0],[1.2855388749994745],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
133,0,133,0,10,197.53375829200013,197.53375829200013,0.01772424999944633,[0.2088888888888889],[0.2688888888888889],[1],[0],[0],[1.5987409580011445],[],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
134,0,134,0,10,199.15249883400065,199.15249883400065,0.017550458000187064,[0.4111111111111111],[-0.1511111111111111],[1],[0],[0],[1.1129907080012345],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
135,0,135,0,5,200.27574841700152,200.27574841700152,0.009641665999879478,[0.02],[-0.09888888888888889],[1],[0],[0],[1.286064500000066],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
136,0,136,0,10,201.58464050000111,201.58464050000111,0.018016374999206164,[0.19],[-0.22444444444444445],[1],[0],[0],[1.4314622499987308],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
137,0,137,0,5,203.0259335840001,203.0259335840001,0.00973816599980637,[-0.03888888888888889],[-0.3655555555555556],[1],[0],[0],[1.9847977919998812],[],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
138,0,138,0,5,205.02314654200018,205.02314654200018,0.009967959000277915,[0.3433333333333333],[0.46111111111111114],[1],[0],[0],[1.8375079590005043],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
139,0,139,0,10,206.88318283400076,206.88318283400076,0.01766795900039142,[0.47],[-0.1511111111111111],[1],[0],[0],[1.5995782499994675],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
140,0,140,0,10,208.50290275000043,208.50290275000043,0.01750637500117591,[0.2088888888888889],[-0.16111111111111112],[1],[0],[0],[1.3892913749987201],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
141,0,141,0,10,209.91206262500054,209.91206262500054,0.017412916999091976,[0.4533333333333333],[0.32222222222222224],[1],[0],[0],[1.7471518750007817],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
142,0,142,0,5,211.6685153340004,211.6685153340004,0.009448041000723606,[0.2777777777777778],[0.01888888888888889],[1],[0],[0],[1.1764357079991896],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
143,0,143,0,5,212.85763358400072,212.85763358400072,0.009734334000313538,[0.4666666666666667],[0.39555555555555555],[1],[0],[0],[1.2703144169990992],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
144,0,144,0,10,214.15048341700094,214.15048341700094,0.017672832998869126,[0.26666666666666666],[0.26666666666666666],[1],[0],[0],[0.9321241670004383],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
145,0,145,0,5,215.0922789590004,215.0922789590004,0.010038832999271108,[-0.28],[0.22333333333333333],[1],[0],[0],[1.602523834000749],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
146,0,146,0,5,216.70718054200006,216.70718054200006,0.009718082999825128,[0.14777777777777779],[0.2877777777777778],[1],[0],[0],[1.453438709000693],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
147,0,147,0,10,218.18354320900107,218.18354320900107,0.017648709001150564,[0.06888888888888889],[0.3],[1],[0],[0],[1.06601133300137],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
148,0,148,0,5,219.25910633400053,219.25910633400053,0.009618000000045868,[0.4266666666666667],[0.37666666666666665],[1],[0],[0],[1.1848091249994468],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
149,0,149,0,10,220.46684749999986,220.46684749999986,0.017684124999505002,[0.21888888888888888],[-0.44333333333333336],[1],[0],[0],[1.7667539579997538],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
150,0,150,0,10,222.25372362500093,222.25372362500093,0.017588916000022436,[-0.023333333333333334],[-0.08555555555555555],[1],[0],[0],[1.2228202080004849],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
151,0,151,0,5,223.48582887500015,223.48582887500015,0.009472416999415145,[-0.31555555555555553],[-0.11444444444444445],[1],[0],[0],[1.7083374579997326],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
152,0,152,0,5,225.20670679200157,225.20670679200157,0.009879707999061793,[0.45444444444444443],[0.043333333333333335],[1],[0],[0],[1.8045563340001536],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
153,0,153,0,10,227.0337281250013,227.0337281250013,0.017543541000122786,[0.16777777777777778],[-0.03111111111111111],[1],[0],[0],[1.5095584999999119],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
154,0,154,0,5,228.55279054200037,228.55279054200037,0.009491625000009662,[-0.17222222222222222],[0.2644444444444444],[1],[0],[0],[1.3593301250002696],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
155,0,155,0,10,229.9351689590003,229.9351689590003,0.017827666999437497,[-0.33666666666666667],[-0.1111111111111111],[1],[0],[0],[1.541900499998519],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
156,0,156,0,10,231.4965018340008,231.4965018340008,0.017247957999643404,[-0.043333333333333335],[0.3377777777777778],[1],[0],[0],[1.2798878329995205],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
157,0,157,0,5,232.78580604200033,232.78580604200033,0.00936054200064973,[-0.08888888888888889],[-0.15333333333333332],[1],[0],[0],[1.4257781659998727],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
158,0,158,0,5,234.2239060840002,234.2239060840002,0.009758416999829933,[-0.1988888888888889],[0.14888888888888888],[1],[0],[0],[1.1213102090005123],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
159,0,159,0,5,235.35720183400008,235.35720183400008,0.009689500000604312,[0.2777777777777778],[0.26666666666666666],[1],[0],[0],[1.203892083000028],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
160,0,160,0,10,236.5838578340008,236.5838578340008,0.017770499998732703,[-0.13444444444444445],[-0.09666666666666666],[1],[0],[0],[1.1090883329998178],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
161,0,161,0,10,237.7128750840002,237.7128750840002,0.017482000001109554,[-0.42333333333333334],[-0.06111111111111111],[1],[0],[0],[1.4468638340003963],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
162,0,162,0,10,239.17937120900024,239.17937120900024,0.017272125000090455,[0.30444444444444446],[-0.2866666666666667],[1],[0],[0],[1.5137408330010658],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
163,0,163,0,5,240.70285941700058,240.70285941700058,0.00931499999933294,[0.46555555555555556],[0.2222222222222222],[1],[0],[0],[1.5093065420005587],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
164,0,164,0,5,242.2246254590009,242.2246254590009,0.009769791000508121,[0.2966666666666667],[0.19555555555555557],[1],[0],[0],[1.1210604999996576],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
165,0,165,0,5,243.35803337500147,243.35803337500147,0.009883541999442969,[-0.11444444444444445],[0.4866666666666667],[1],[0],[0],[2.0709025409996684],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
166,0,166,0,5,245.44131691700022,245.44131691700022,0.0097412909999548,[0.10555555555555556],[-0.35777777777777775],[1],[0],[0],[1.5210467090000748],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
167,0,167,0,10,246.98532120900018,246.98532120900018,0.01783008300117217,[0.10666666666666667],[-0.35777777777777775],[1],[0],[0],[0.33296345800044946],[],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
168,0,168,0,5,247.32798750000075,247.32798750000075,0.009968333999495371,[0.13444444444444445],[-0.2877777777777778],[1],[0],[0],[1.0005425830004242],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
169,0,169,0,5,248.34095125000022,248.34095125000022,0.009999458001402672,[0.19666666666666666],[0.48777777777777775],[1],[0],[0],[1.4878604999994423],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
170,0,170,0,5,249.84120200000143,249.84120200000143,0.009702417000880814,[0.03],[-0.25222222222222224],[1],[0],[0],[1.720593750000262],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
171,0,171,0,5,251.5745945840008,251.5745945840008,0.01000779199966928,[-0.07444444444444444],[-0.37777777777777777],[1],[0],[0],[1.0043906249993597],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
172,0,172,0,5,252.5913493750013,252.5913493750013,0.010001624999858905,[0.4811111111111111],[0.4622222222222222],[1],[0],[0],[1.7374390000004496],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
173,0,173,0,10,254.35166325000137,254.35166325000137,0.017667291998805013,[-0.42777777777777776],[-0.19444444444444445],[1],[0],[0],[1.7990172089994303],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
174,0,174,0,10,256.1707105840014,256.1707105840014,0.017555624999658903,[0.04555555555555556],[-0.011111111111111112],[1],[0],[0],[1.3559507499994652],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
175,0,175,0,10,257.546192709,257.546192709,0.017242624999198597,[0.3688888888888889],[0.2633333333333333],[1],[0],[0],[1.3806046250010695],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
176,0,176,0,5,258.93645941700015,258.93645941700015,0.009481250001044828,[-0.27555555555555555],[-0.01],[1],[0],[0],[1.2594774589997542],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
177,0,177,0,10,260.2187000840004,260.2187000840004,0.018110666998836678,[-0.4722222222222222],[-0.006666666666666667],[1],[0],[0],[1.3745103330002166],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
178,0,178,0,5,261.60264650000136,261.60264650000136,0.009329291999165434,[0.03777777777777778],[0.12],[1],[0],[0],[1.0261607920001552],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
179,0,179,0,5,262.6411271249999,262.6411271249999,0.009763833999386407,[-0.48],[0.25666666666666665],[1],[0],[0],[1.3709492910002155],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
180,0,180,0,10,264.0350806250008,264.0350806250008,0.017801333999159397,[-0.3622222222222222],[0.25555555555555554],[1],[0],[0],[1.3492965839996032],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
181,0,181,0,10,265.4036001250006,265.4036001250006,0.01728016699962609,[-0.2866666666666667],[-0.45222222222222225],[1],[0],[0],[2.896685375000743],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
182,0,182,0,10,268.32114987500063,268.32114987500063,0.017762959001629497,[0.29888888888888887],[0.47444444444444445],[1],[0],[0],[2.3226906660001987],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
183,0,183,0,10,270.6633595840012,270.6633595840012,0.01726516599956085,[0.45],[-0.4111111111111111],[1],[0],[0],[1.6040486250003596],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
184,0,184,0,10,272.28773029200056,272.28773029200056,0.01756691700029478,[0.042222222222222223],[-0.45111111111111113],[1],[0],[0],[1.2801275000001624],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
185,0,185,0,5,273.5775086670001,273.5775086670001,0.00974941700042109,[0.11333333333333333],[0.016666666666666666],[1],[0],[0],[1.001838542000769],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
186,0,186,0,5,274.5922667089999,274.5922667089999,0.009929207999448408,[0.18666666666666668],[0.27111111111111114],[1],[0],[0],[1.5196136670001579],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
187,0,187,0,10,276.13415595900005,276.13415595900005,0.017576457999894046,[0.18333333333333332],[0.06222222222222222],[1],[0],[0],[1.1003971669997554],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
188,0,188,0,5,277.2445645839998,277.2445645839998,0.009711292001156835,[-0.3022222222222222],[0.12111111111111111],[1],[0],[0],[1.7017460419992858],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
189,0,189,0,5,278.9587816250005,278.9587816250005,0.010039083999799914,[-0.0011111111111111111],[-0.41333333333333333],[1],[0],[0],[1.5039515000007668],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
190,0,190,0,10,280.4856437920007,280.4856437920007,0.017849541000032332,[0.4622222222222222],[0.31222222222222223],[1],[0],[0],[1.7414731249991746],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
191,0,191,0,10,282.24671058400054,282.24671058400054,0.017260707998502767,[0.08888888888888889],[0.43444444444444447],[1],[0],[0],[1.614491791000546],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
192,0,192,0,5,283.870515042001,283.870515042001,0.009379958000863553,[-0.31777777777777777],[0.48],[1],[0],[0],[1.574466250000114],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
193,0,193,0,5,285.4575144170012,285.4575144170012,0.009790375001102802,[-0.14666666666666667],[0.45444444444444443],[1],[0],[0],[0.9388346659998206],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
194,0,194,0,5,286.40889125000103,286.40889125000103,0.0100044999999227,[-0.02666666666666667],[-0.08888888888888889],[1],[0],[0],[1.2207198750002135],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
195,0,195,0,10,287.65212641700055,287.65212641700055,0.0179054170002928,[0.16777777777777778],[0.1511111111111111],[1],[0],[0],[1.5979754580002918],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
196,0,196,0,10,289.2704458750013,289.2704458750013,0.01763316599863174,[-0.03111111111111111],[0.4266666666666667],[1],[0],[0],[2.0069024999993417],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
197,0,197,0,5,291.28684216700094,291.28684216700094,0.009338166999441455,[-0.18777777777777777],[0.03333333333333333],[1],[0],[0],[0.9428759160000482],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
198,0,198,0,5,292.2417222920012,292.2417222920012,0.00973162500122271,[-0.4444444444444444],[-0.14444444444444443],[1],[0],[0],[1.3718602500011912],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
199,0,199,0,5,293.62659958400036,293.62659958400036,0.009842290999586112,[-0.15333333333333332],[0.43],[1],[0],[0],[1.4027160830009962],['target'],1,001,2023-09-28_19h46.14.068,Visual_search,2023.1.3,None,
